#|20260104|1217
LBOL_KEN01|ACCOUNT||20260101|20260131|534.50|80.18|ZAR|20260105
LBOL_QCE35|ACCOUNT||20260101|20260131|694.74|104.21|ZAR|20260105
LBOL_PAR41|ACCOUNT||20260101|20260131|5593.94|839.09|ZAR|20260105
LBOL_QGJ72|ACCOUNT||20260101|20260131|30.84|4.63|ZAR|20260105
EFTS_OV33|ACCOUNT||20260101|20260131|16.65|2.50|ZAR|20260105
LBOL_MCH50|ACCOUNT||20260101|20260131|3.63|0.54|ZAR|20260105
LBOL_MIL87|ACCOUNT||20260101|20260131|26816.40|4022.46|ZAR|20260105
LBOL_ORE11|ACCOUNT||20260101|20260131|30.84|4.63|ZAR|20260105
LBOL_VAR00|ACCOUNT||20260101|20260131|331.53|49.73|ZAR|20260105
LBOL_ODI85|ACCOUNT||20260101|20260131|275.00|41.25|ZAR|20260105
LBOL_VBC00|ACCOUNT||20260101|20260131|15.42|2.31|ZAR|20260105
LBOL_QAA65|ACCOUNT||20260101|20260131|15.42|2.31|ZAR|20260105
LBOL_QAH93|ACCOUNT||20260101|20260131|155.04|23.26|ZAR|20260105
LBOL_GRI71|ACCOUNT||20260101|20260131|7.71|1.16|ZAR|20260105
LBOL_BAR18|ACCOUNT||20260101|20260131|123.56|18.53|ZAR|20260105
EFTS_R334|ACCOUNT||20260101|20260131|1132.20|169.83|ZAR|20260105
LBOL_AON05|ACCOUNT||20260101|20260131|732.48|109.87|ZAR|20260105
LBOL_CIT02|ACCOUNT||20260101|20260131|497.80|74.67|ZAR|20260105
LBOL_TEL12|ACCOUNT||20260101|20260131|167.04|25.06|ZAR|20260105
LBOL_AST31|ACCOUNT||20260101|20260131|38.55|5.78|ZAR|20260105
NBOL_0000000283108150SBZAZAJJXXXZAR|ACCOUNT||20260101|20260131|6.66|1.00|ZAR|20260105
LBOL_ALT20|ACCOUNT||20260101|20260131|395.08|59.26|ZAR|20260105
LBOL_CIT16|ACCOUNT||20260101|20260131|30.84|4.63|ZAR|20260105
LBOL_OLD17|ACCOUNT||20260101|20260131|740.31|111.05|ZAR|20260105
LBOL_GRA37|ACCOUNT||20260101|20260131|7.71|1.16|ZAR|20260105
LBOL_CIT56|ACCOUNT||20260101|20260131|169.62|25.44|ZAR|20260105
LBOL_PPS14|ACCOUNT||20260101|20260131|715.36|107.30|ZAR|20260105
LBOL_RMG01|ACCOUNT||20260101|20260131|7.54|1.13|ZAR|20260105
LBOL_CIT52|ACCOUNT||20260101|20260131|115.65|17.35|ZAR|20260105
LBOL_PUB00|ACCOUNT||20260101|20260131|0.00|0.00|ZAR|20260105
LBOL_MND00|ACCOUNT||20260101|20260131|3498.17|524.73|ZAR|20260105
LBOL_CIT25|ACCOUNT||20260101|20260131|7.71|1.16|ZAR|20260105
LBOL_PIN03|ACCOUNT||20260101|20260131|18871.11|2830.67|ZAR|20260105
LBOL_FOI01|ACCOUNT||20260101|20260131|114.39|17.16|ZAR|20260105
LBOL_QEP70|ACCOUNT||20260101|20260131|50.50|7.58|ZAR|20260105
LBOL_BIB10|ACCOUNT||20260101|20260131|948.33|142.25|ZAR|20260105
LBOL_DHL03|ACCOUNT||20260101|20260131|26.97|4.05|ZAR|20260105
NBOL_0000000070016089SBZAZAJJXXXZAR|ACCOUNT||20260101|20260131|0.90|0.14|ZAR|20260105
LBOL_CIT61|ACCOUNT||20260101|20260131|61.68|9.25|ZAR|20260105
EFTS_ML34|ACCOUNT||20260101|20260131|646.02|96.90|ZAR|20260105
LBOL_GGK00|ACCOUNT||20260101|20260131|1087.11|163.07|ZAR|20260105
LBOL_QZF12|ACCOUNT||20260101|20260131|5.24|0.79|ZAR|20260105
LBOL_MTE00|ACCOUNT||20260101|20260131|240.16|36.02|ZAR|20260105
LBOL_REU16|ACCOUNT||20260101|20260131|7.71|1.16|ZAR|20260105
LBOL_QMU17|ACCOUNT||20260101|20260131|102.87|15.43|ZAR|20260105
LBOL_QGX17|ACCOUNT||20260101|20260131|6.90|1.03|ZAR|20260105
LBOL_CIT11|ACCOUNT||20260101|20260131|138.78|20.82|ZAR|20260105
LBOL_ALE02|ACCOUNT||20260101|20260131|0.00|0.00|ZAR|20260105
LBOL_MHG02|ACCOUNT||20260101|20260131|761.36|114.20|ZAR|20260105
LBOL_QHK96|ACCOUNT||20260101|20260131|1.03|0.15|ZAR|20260105
LBOL_CIT03|ACCOUNT||20260101|20260131|20.96|3.14|ZAR|20260105
LBOL_ENG37|ACCOUNT||20260101|20260131|2015.28|302.29|ZAR|20260105
